id;nazov;kategoria;verdikt;dovod;navrh_nahrady
sultanova-pochutka-jahnaci-perkelt-na-baklazanovom-pyre;Sultánova pochúťka - jahňací perkelt na baklažánovom pyré;Hlavné jedlo;VYHODIT;"Názov nie je jedlo (marketingové slovo namiesto jedla): ""Sultánova pochúťka - jahňací perkelt na baklažánovom pyré""";
sunka-a-la-wellington-na-sosovicovom-ragu;Šunka à la Wellington na šošovicovom ragú;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 850 znakov, 20 % ingrediencií bez množstva);
sunka-v-aspiku;Šunka v aspiku;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Korenie čiene celé', 'Prášková želatína';
sunka-v-chlebe;Šunka v chlebe;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 1589 znakov, 0 % ingrediencií bez množstva);
sunkova-rolada;Šunková roláda;Snack;VYHODIT;"Slabý postup (3 krokov, 258 znakov; medián DB je 689)";
susene-hrusky;Sušené hrušky;Snack;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Jablkový džús', 'Brusnicový džem', 'Agar agar';
susene-jablkove-lupienky;Sušené jablkové lupienky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 756 znakov, 0 % ingrediencií bez množstva);
susene-marhule-s-mandlami;Sušené marhule s mandľami;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 975 znakov, 22 % ingrediencií bez množstva);
sushi-losos-maki;Losos maki (sushi rolky);Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Losos maki (sushi rolky)"" + 5 surovín s výskytom najviac 2× v celej DB: 'Ryža na suši', 'Losos čerstvý filet', 'Riasy nori'";Sushi Rolls (Wikibooks Cookbook)
sviatocna-chala;Sviatočná chala;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 677 znakov, 25 % ingrediencií bez množstva);
svieckovica-na-smotane;Sviečkovica na smotane;Príloha;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Bravčová panenská sviečkovica', 'Čierne a nové korenie';
svieza-kapustova-polievka;Svieža kapustová polievka;Polievka;VYHODIT;"40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Bravčová slabina', 'Sterilizované dubáky'";
sviezenky;Svieženky;Dezert;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Detské piškóty', 'Marhuľový kompót';
sviezi-bazalkovy-napoj;Svieži bazalkový nápoj;Nápoj;VYHODIT;"Slabý postup (1 krokov, 150 znakov; medián DB je 689)";
sviezi-jahodovy-napoj;Svieži jahodový nápoj;Nápoj;VYHODIT;"Slabý postup (1 krokov, 120 znakov; medián DB je 689)";
sviezi-jogurtovo-mrkvovy-salat-s-koprom;Svieži jogurtovo-mrkvový šalát s kôprom;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 579 znakov, 25 % ingrediencií bez množstva);
syrova-natierka-s-cesnakom-a-bylinkami;Syrová nátierka s cesnakom a bylinkami;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cesnaková nátierka so smotanovým syrom"" (id=cesnakova-natierka-so-smotanovym-syrom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
syrova-natierka-s-paprikou;Syrová nátierka s paprikou;Nátierka;VYHODIT;"Slabý postup (3 krokov, 287 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Menší zeler', 'Majolka'";
syrova-zemlovka;Syrová žemľovka;Snack;VYHODIT;36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup;
syrove-cestoviny-mac-and-cheese;Syrové cestoviny (mac and cheese);Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 544 znakov, 33 % ingrediencií bez množstva);
syrove-chipsy-pecene;Syrové chipsy pečené;Snack;VYHODIT;40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup;
syrove-gulky-s-orechmi;Syrové guľky s orechmi;Snack;VYHODIT;"Slabý postup (3 krokov, 274 znakov; medián DB je 689); 40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup";
syrove-gulky-tvarohove;Syrové guľky - tvarohové;Snack;VYHODIT;"36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup; 3 surovín s výskytom najviac 2× v celej DB: 'Syr kravská hrudka domáca', 'Vajcia močacie', 'Marhuľový lekvár'";
syrove-kocky-s-hroznom;Syrové kocky s hroznom;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 885 znakov, 0 % ingrediencií bez množstva);
syrove-rozky-s-bylinkami;Syrové rožky s bylinkami;Pečivo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Feta syr', 'Sol na posypanie';
syrove-rozky-z-kyslej-smotany;Syrové rožky z kyslej smotany;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 882 znakov, 0 % ingrediencií bez množstva);
syrove-slimaky;Syrové slimáky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 528 znakov, 0 % ingrediencií bez množstva);
syrove-tycinky-pecene;Syrové tyčinky pečené;Snack;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Syrové chipsy pečené"" (id=syrove-chipsy-pecene), ktorý zostáva (dlhší postup / úplnejšie dáta)";
syrovo-slaninove-rozky;Syrovo-slaninové rožky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 902 znakov, 8 % ingrediencií bez množstva);
syrovy-salat-s-kapiou;Syrový šalát s kapiou;Raňajky;VYHODIT;"Slabý postup (4 krokov, 230 znakov; medián DB je 689)";
syrovy-salat-so-sampinonmi;Syrový šalát so šampiňónmi;Šalát;VYHODIT;"Slabý postup (3 krokov, 227 znakov; medián DB je 689); 38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup";
syta-prazenica;Sýta praženica;Raňajky;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
tagliatelle-s-mletym-masom;Tagliatelle s mletým mäsom;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Korenie Chilli Con Carne', 'Parmezán na posypanie', 'Tagliatelle';
tagliolini-al-nero-di-seppia;Tagliolini al nero di seppia;Hlavné jedlo;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Cestoviny tagliolini sépiové', 'Sépie', 'Mušle sv. Jakuba';
talianska-zeleninova-polievka;Talianska zeleninová polievka;Polievka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Zelenina mrazená Talianska', 'Parajky krájané v konzerve';
tatarak-z-ovcieho-syra-s-rukolovou-spongiou;Tatarák z ovčieho syra s rukolovou špongiou;Nátierka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Hrudkový čerstvý syr', 'Crème fraîche', 'Rebarbora';
tatarska-omacka-z-tofu;Tatárska omáčka z tofu;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 526 znakov, 0 % ingrediencií bez množstva);
tekvica-na-sladko;Tekvica na sladko;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 448 znakov, 25 % ingrediencií bez množstva);
tekvicova-kremova-polievka;Tekvicová krémová polievka;Polievka;VYHODIT;"36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup; 6 surovín s výskytom najviac 2× v celej DB: 'Tekvica stredne veľká', 'Hubový bujón', 'Ocot / nemusí byť/'";
tekvicova-natierka-so-semienkami;Tekvicová nátierka so semienkami;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 399 znakov, 0 % ingrediencií bez množstva);
tekvicove-lievance-bez-lepku;Tekvicové lievance bez lepku;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 596 znakov, 30 % ingrediencií bez množstva);
tekvicove-rizoto-s-kuracim-masom;Tekvicové rizoto s kuracím mäsom;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Tekvicové rizoto s kuracím mäsom"" + 3 surovín s výskytom najviac 2× v celej DB: 'Guľatá ryža', 'Tekvica maslová menšia', 'Syr tvrdý Eidam strúhaný'";Risotto alla Milanese (BBC Good Food)
tekvicovo-zazvorova-polievka;Tekvicovo-zázvorová polievka;Polievka;VYHODIT;"40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Tekvica Hokaido menšia', 'Stredná mrkva'";
tekvicovy-chlieb;Tekvicový chlieb;Pečivo;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Múka Farmhouse Bread', 'Celá racsa', 'Tekvicové semená lúpané';
tekvicovy-jablcnik;Tekvicový jablčník;Snack;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Pšeničné otruby', 'Stevia - prírodné sladidlo', 'Strúhaná tekvica';
telaci-smotanovy-gulas;Teľací smotanový guláš;Hlavné jedlo;VYHODIT;40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup;
telacie-pliecko-na-dubakoch-so-zemiakovym-pyre;Telacie pliecko na dubákoch so zemiakovým pyré;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 914 znakov, 27 % ingrediencií bez množstva);
teply-fazulovy-salat-s-kelom-a-rybou;Teplý fazuľový šalát s kelom a rybou;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Údený pstruh', 'Zelené pesto';
teply-kuskusovy-salat-s-fazulou-a-cerstvou-matou;Teplý kuskusový šalát s fazuľou a čerstvou mätou;Cestoviny;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Teplý kuskusový šalát s fazuľou a čerstvou mätou"" + 36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Zelená fazuľka', 'Červená uvarená fazuľa'";Couscous Salad (BBC Good Food)
teply-tarhonovy-salat-s-kuracim-masom;Teplý tarhoňový šalát s kuracím mäsom;Šalát;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 640 znakov";
terina-z-bravcoveho-kolena;Terina z bravčového kolena;Hlavné jedlo;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Bravčové nožičky', 'Bravčové kože', 'Farebné celé korenie';
thajsky-salat-podla-jamieho-olivera;Thajský šalát podľa Jamieho Olivera;Šalát;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Paprička chili', 'Fish sauce', 'Aníz';
tiropita-toast-fetovy;Tiropita toast (syrový);Raňajky;VYHODIT;"43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Syr Special Toast', 'Toastový maslový pšeničný chlieb'";
tmavy-kuraci-vyvar;Tmavý kurací vývar;Polievka;VYHODIT;"38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup; 3 surovín s výskytom najviac 2× v celej DB: 'Krídla kuracie', 'Huby väčšie', 'Knedličky'";
toast-s-avokadom-a-vajcom;Toast s avokádom a vajcom;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Cukrová kukurica', 'Výkonky reďkovky';
toast-s-hummusom-a-vajcom;Toast s hummusom a vajcom natvrdo;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Tiropita toast (syrový)"" (id=tiropita-toast-fetovy), ktorý zostáva (dlhší postup / úplnejšie dáta)";
toast-sunka;Toast so šunkou a syrom;Raňajky;VYHODIT;"Slabý postup (3 krokov, 288 znakov; medián DB je 689); 4 surovín s výskytom najviac 2× v celej DB: 'Gazdovský chlieb', 'Ružové celé korenie', 'Krémový syr'";
toast-z-bananoveho-chleba;Toast z banánového chleba;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 761 znakov, 8 % ingrediencií bez množstva);
tofu-kari-so-zeleninou;Tofu kari so zeleninou;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Tofu kari so zeleninou"" + 2 surovín s výskytom najviac 2× v celej DB: 'Karí červená pasta', 'Karí madras'";Chicken Curry (BBC Good Food)
tom-kha-gai;Tom Kha Gai;Polievka;VYHODIT;8 surovín s výskytom najviac 2× v celej DB: 'Sliepka', 'Koreň galangalu', 'Pasta prick pao';
toskansky-chlieb;Toskánsky chlieb;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 968 znakov, 0 % ingrediencií bez množstva);
tradicna-doma-pecena-visnova-strudla;Tradičná doma pečená višňová štrúdľa;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Vykôstkované višne', 'Vlašské pomleté orechy';
tradicna-zemiakovo-mliecna-polievka-s-mrvenickou;Tradičná zemiakovo-mliečna polievka s mrveničkou;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 653 znakov, 17 % ingrediencií bez množstva);
trdelnik;Trdelník;Dezert;VYHODIT;"42 % ingrediencií (5/12) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Škoricový cukor Liana', 'Kakao tmavé Liana'";
treska-na-zazvore-a-zmesi-4-koreni;Treska na zázvore a zmesi 4 korení;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Treska filet', 'Reďkovka čierna', 'Zmes 4 korení';
treska-pecena-s-paradajkami;Biela ryba pečená s paradajkami;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Ryba biela', 'Koenie na ryby';
treska-s-cviklovym-salatom;Treska s cviklovým šalátom;Šalát;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Soľ a rasca mletá', 'Cvikla s chrenom', 'Údený strúhaný oštiepok';
treska-s-kuracou-pecenou;Treska s kuracou pečeňou;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1212 znakov, 14 % ingrediencií bez množstva);
treska-v-cesticku;Biela ryba v cestíčku (fish and chips);Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 650 znakov, 14 % ingrediencií bez množstva);
trhane-morcacie-stehno;Trhané morčacie stehno;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Stehno morčacie horné', 'Drvená celá rasca';
trocha-zdravsia-babovka;Trocha zdravšia bábovka;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 486 znakov, 0 % ingrediencií bez množstva);
trojfarebne-siroke-rezance-s-hovadzinou;Trojfarebné široké rezance s hovädzinou;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 488 znakov, 29 % ingrediencií bez množstva);
trojfarebny-fazulovy-salat;Trojfarebný fazuľový šalát;Šalát;VYHODIT;"36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Ryža SOS Exotic Salads', 'Ocot sherry'";
tuniak-na-rukole;Tuniak na rukole;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 653 znakov, 29 % ingrediencií bez množstva);
tuniak-s-cviklou;Tuniak s cviklou;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 966 znakov, 22 % ingrediencií bez množstva);
tuniak-s-divou-ryzou-a-ovocno-zeleninovym-catni;Tuniak s divou ryžou a ovocno-zeleninovým čatní;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Divá miešaná ryža', 'Kôprové semienka';
tuniak-so-salatom-a-bazalkovym-dressingom;Tuniak so šalátom a bazalkovým dressingom;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 933 znakov, 0 % ingrediencií bez množstva);
tuniakova-natierka-s-vajcom;Tuniaková nátierka s vajcom;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Nátierka z tuniaka a kukurice"" (id=natierka-z-tuniaka-a-kukurice), ktorý zostáva (dlhší postup / úplnejšie dáta)";
tuniakova-natierka-so-smotanovym-jogurtom;Tuniaková nátierka so smotanovým jogurtom;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Nátierka z tuniaka a kukurice"" (id=natierka-z-tuniaka-a-kukurice), ktorý zostáva (dlhší postup / úplnejšie dáta)";
tuniakova-natierka;Tuniaková nátierka;Nátierka;VYHODIT;"Slabý postup (4 krokov, 186 znakov; medián DB je 689); 40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup";
tuniakovy-salat-fit;Tuniakový šalát fit;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 789 znakov, 25 % ingrediencií bez množstva);
tuniakovy-salat-so-zelenymi-fazuľkami;Tuniakový šalát so zelenými fazuľkami;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Šalát lollo červený a zelený', 'Špenátové lístky čerstvé';
tuniakovy-salat;Tuniakový šalát;Snack;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
turecky-vajickovy-salat;Turecký vajíčkový šalát;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1259 znakov, 33 % ingrediencií bez množstva);
tvarohova-natierka-s-jarnou-cibulkou-fotorecept;Tvarohová nátierka s jarnou cibuľkou /fotorecept/;Raňajky;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Perla/maslo', 'Kyslá smotana/mlieko', 'Jarná cibuľka s vňaťou';
tvarohova-natierka-s-medom-a-orechmi;Tvarohová nátierka s medom a orechmi;Raňajky;VYHODIT;"Slabý postup (3 krokov, 225 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Vňať z jarnej cibuľky', 'Sladkokyslá uhorka'";
tvarohova-natierka-s-rimskym-salatom-little-gem;Tvarohová nátierka s rímskym šalátom Little gem;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 516 znakov, 25 % ingrediencií bez množstva);
tvarohove-a-lekvarove-kolace;Tvarohové a lekvárové koláče;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Obyčajný tvaroh', 'Puding vanilkový v prášku';
tvarohove-a-nutellovo-bananove-pecivo;Tvarohové a nutellovo-banánové pečivo;Raňajky;VYHODIT;35 % ingrediencií (6/17) bez množstva – plánovač neurčí výživu ani nákup;
tvarohove-dolky;Tvarohové dolky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 361 znakov, 0 % ingrediencií bez množstva);
tvarohove-gulky-s-vanilkou;Tvarohové guľky s vanilkou;Snack;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Mäkký tvaroh', 'Vanilkový proteín', 'Ovsená múka';
tvarohove-kolace-s-chrumkavym-povrchom;Tvarohové koláče s chrumkavým povrchom;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1721 znakov, 0 % ingrediencií bez množstva);
tvarohove-kosicky;Tvarohové košíčky;Snack;VYHODIT;"Slabý postup (3 krokov, 190 znakov; medián DB je 689)";
tvarohove-palacinky;Tvarohové palacinky;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Tvarohové palacinky""";Pancakes (BBC Good Food)
tvarohove-rezance-podla-mojej-mamky;Tvarohové rezance podľa mojej mamky;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 469 znakov, 17 % ingrediencií bez množstva);
